zip,primary_city,state,FIPS,county,,latitude,longitude,DM_number,DM_percent
35034,Brent,AL,01007,Bibb County,,32.94,-87.17
35035,Brierfield,AL,01007,Bibb County,,33.06,-86.98
35042,Centreville,AL,01007,Bibb County,,32.95,-87.13
35074,Green Pond,AL,01007,Bibb County,,33.21,-87.14
35184,West Blocton,AL,01007,Bibb County,,33.11,-87.12
35188,Woodstock,AL,01007,Bibb County,,33.16,-87.17
36792,Randolph,AL,01007,Bibb County,,32.89,-86.9
36793,Lawley,AL,01007,Bibb County,,32.86,-86.96
35013,Allgood,AL,01009,Blount County,,33.9,-86.51
35031,Blountsville,AL,01009,Blount County,,34.08,-86.58
35049,Cleveland,AL,01009,Blount County,,33.99,-86.57
35079,Hayden,AL,01009,Blount County,,33.89,-86.75
35097,Locust Fork,AL,01009,Blount County,,33.9,-86.62
35121,Oneonta,AL,01009,Blount County,,33.95,-86.47
35133,Remlap,AL,01009,Blount County,,33.84,-86.62
35172,Trafford,AL,01009,Blount County,,33.82,-86.74
36029,Fitzpatrick,AL,01011,Bullock County,,32.17,-85.9
36053,Midway,AL,01011,Bullock County,,32.07,-85.52
36061,Perote,AL,01011,Bullock County,,31.99,-85.75
36089,Union Springs,AL,01011,Bullock County,,32.13,-85.71
36015,Chapman,AL,01013,Butler County,,31.66,-86.72
36030,Forest Home,AL,01013,Butler County,,31.86,-86.84
36033,Georgiana,AL,01013,Butler County,,31.63,-86.74
36037,Greenville,AL,01013,Butler County,,31.82,-86.62
36456,Mc Kenzie,AL,01013,Butler County,,31.54,-86.71
36201,Anniston,AL,01015,Calhoun County,,33.66,-85.81
36202,Anniston,AL,01015,Calhoun County,,33.66,-85.81
36203,Oxford,AL,01015,Calhoun County,,33.66,-85.81
36204,Anniston,AL,01015,Calhoun County,,33.66,-85.81
36205,Anniston,AL,01015,Calhoun County,,33.66,-85.81
36206,Anniston,AL,01015,Calhoun County,,33.66,-85.81
36207,Anniston,AL,01015,Calhoun County,,33.66,-85.81
36210,Anniston,AL,01015,Calhoun County,,33.65,-85.77
36250,Alexandria,AL,01015,Calhoun County,,33.78,-85.9
36253,Bynum,AL,01015,Calhoun County,,33.6,-85.95
36254,Choccolocco,AL,01015,Calhoun County,,33.67,-85.83
36257,De Armanville,AL,01015,Calhoun County,,33.67,-85.83
36260,Eastaboga,AL,01015,Calhoun County,,33.6,-85.97
36265,Jacksonville,AL,01015,Calhoun County,,33.81,-85.76
36271,Ohatchee,AL,01015,Calhoun County,,33.78,-86.01
36272,Piedmont,AL,01015,Calhoun County,,33.92,-85.61
36277,Weaver,AL,01015,Calhoun County,,33.75,-85.8
36279,Wellington,AL,01015,Calhoun County,,33.86,-85.91
36852,Cusseta,AL,01017,Chambers County,,32.75,-85.23
36854,Valley,AL,01017,Chambers County,,32.8,-85.17
36855,Five Points,AL,01017,Chambers County,,33.01,-85.35
36862,Lafayette,AL,01017,Chambers County,,32.89,-85.4
36863,Lanett,AL,01017,Chambers County,,32.86,-85.2
36872,Valley,AL,01017,Chambers County,,32.8,-85.17
35959,Cedar Bluff,AL,01019,Cherokee County,,34.22,-85.59
35960,Centre,AL,01019,Cherokee County,,34.15,-85.67
35973,Gaylesville,AL,01019,Cherokee County,,34.26,-85.55
35983,Leesburg,AL,01019,Cherokee County,,34.17,-85.76
36275,Spring Garden,AL,01019,Cherokee County,,33.97,-85.55
35045,Clanton,AL,01021,Chilton County,,32.84,-86.62
35046,Clanton,AL,01021,Chilton County,,32.84,-86.62
35085,Jemison,AL,01021,Chilton County,,32.96,-86.74
35171,Thorsby,AL,01021,Chilton County,,32.91,-86.71
35187,Wilton,AL,01021,Chilton County,,33.08,-86.88
36091,Verbena,AL,01021,Chilton County,,32.75,-86.52
36750,Maplesville,AL,01021,Chilton County,,32.78,-86.87
36790,Stanton,AL,01021,Chilton County,,32.71,-86.91
36904,Butler,AL,01023,Choctaw County,,32.08,-88.22
36908,Gilbertown,AL,01023,Choctaw County,,31.87,-88.31
36910,Jachin,AL,01023,Choctaw County,,32.23,-88.16
36912,Lisman,AL,01023,Choctaw County,,32.16,-88.28
36913,Melvin,AL,01023,Choctaw County,,31.92,-88.45
36915,Needham,AL,01023,Choctaw County,,31.98,-88.33
